ptty_id,place_id,ft_id
ptty_1798,yrdb1892,yft_5
ptty_1799,yrdb1893,yft_33
ptty_180,yrdb191,yft_14
ptty_1800,yrdb1894,yft_5
ptty_1801,yrdb1895,yft_9
ptty_1802,yrdb1896,yft_5
ptty_1803,yrdb1897,yft_18
ptty_1804,yrdb1898,yft_6
ptty_1805,yrdb1899,yft_2
ptty_1807,yrdb1903,yft_4
ptty_1808,yrdb1904,yft_2
ptty_1809,yrdb1905,yft_36
ptty_181,yrdb192,yft_15
ptty_1811,yrdb1907,yft_7
ptty_1812,yrdb1907,yft_12
ptty_1814,yrdb1909,yft_5
ptty_1816,yrdb1911,yft_6
ptty_1817,yrdb1912,yft_9
ptty_1818,yrdb1913,yft_5
ptty_1819,yrdb1914,yft_15
ptty_182,yrdb193,yft_4
ptty_1820,yrdb1915,yft_14
ptty_1821,yrdb1916,yft_15
ptty_1822,yrdb1917,yft_14
ptty_1825,yrdb1920,yft_17
ptty_1826,yrdb1920,yft_27
ptty_1827,yrdb1921,yft_9
ptty_1828,yrdb1922,yft_19
ptty_1831,yrdb1925,yft_32
ptty_1832,yrdb1926,yft_6
ptty_1833,yrdb1927,yft_33
ptty_1835,yrdb1929,yft_8
ptty_1836,yrdb1930,yft_6
ptty_1837,yrdb1931,yft_20
ptty_1838,yrdb1931,yft_29
ptty_1840,yrdb1933,yft_5
ptty_1841,yrdb1934,yft_14
ptty_1842,yrdb1935,yft_6
ptty_1843,yrdb1936,yft_6
ptty_1844,yrdb1937,yft_33
ptty_1845,yrdb1938,yft_20
ptty_1846,yrdb1938,yft_29
ptty_1847,yrdb1939,yft_20
ptty_1848,yrdb1939,yft_29
ptty_1849,yrdb1940,yft_9
ptty_185,yrdb196,yft_30
ptty_1850,yrdb1941,yft_14
ptty_1853,yrdb1945,yft_13
ptty_1854,yrdb1946,yft_47
ptty_1855,yrdb1947,yft_36
ptty_1857,yrdb1949,yft_3
ptty_1858,yrdb1950,yft_13
ptty_1859,yrdb1951,yft_18
ptty_186,yrdb197,yft_25
ptty_1860,yrdb1952,yft_5
ptty_1862,yrdb1954,yft_16
ptty_1864,yrdb1956,yft_13
ptty_1865,yrdb1957,yft_36
ptty_1866,yrdb1958,yft_9
ptty_1867,yrdb1959,yft_32
ptty_1868,yrdb1960,yft_25
ptty_1869,yrdb1961,yft_9
ptty_187,yrdb198,yft_9
ptty_1870,yrdb1962,yft_40
ptty_1872,yrdb1964,yft_6
ptty_1873,yrdb1966,yft_14
ptty_1874,yrdb1967,yft_5
ptty_1875,yrdb1968,yft_41
ptty_1877,yrdb1970,yft_6
ptty_1878,yrdb1971,yft_5
ptty_1879,yrdb1972,yft_9
ptty_188,yrdb199,yft_5
ptty_1880,yrdb1973,yft_32
ptty_1881,yrdb1974,yft_37
ptty_1882,yrdb1975,yft_32
ptty_1884,yrdb1977,yft_17
ptty_1885,yrdb1977,yft_27
ptty_1887,yrdb1979,yft_30
ptty_1888,yrdb1980,yft_25
ptty_189,yrdb200,yft_6
ptty_1890,yrdb1984,yft_20
ptty_1891,yrdb1984,yft_29
ptty_1892,yrdb1985,yft_15
ptty_1893,yrdb1986,yft_5
ptty_1895,yrdb1988,yft_5
ptty_1898,yrdb1993,yft_5
ptty_1899,yrdb1994,yft_9
ptty_19,yrdb21,yft_2
ptty_190,yrdb201,yft_4
ptty_1900,yrdb1995,yft_9
ptty_1902,yrdb1997,yft_14
ptty_1904,yrdb2000,yft_6
ptty_1906,yrdb2002,yft_6
ptty_1907,yrdb2003,yft_6
ptty_1908,yrdb2005,yft_32
ptty_1909,yrdb2006,yft_5
ptty_1910,yrdb2007,yft_45
ptty_1911,yrdb2008,yft_41
ptty_1912,yrdb2009,yft_6
ptty_1913,yrdb2010,yft_20
ptty_1914,yrdb2010,yft_29
ptty_1915,yrdb2011,yft_6
ptty_1916,yrdb2012,yft_6
ptty_1918,yrdb2015,yft_40
ptty_192,yrdb203,yft_31
ptty_1921,yrdb2018,yft_38
ptty_1922,yrdb2019,yft_24
ptty_1926,yrdb2023,yft_10
ptty_1928,yrdb2025,yft_5
ptty_193,yrdb205,yft_15
ptty_1930,yrdb2027,yft_18
ptty_1931,yrdb2028,yft_33
ptty_1932,yrdb2029,yft_31
ptty_1933,yrdb2030,yft_13
ptty_1934,yrdb2031,yft_30
ptty_1935,yrdb2033,yft_17
ptty_1936,yrdb2033,yft_27
ptty_1937,yrdb2034,yft_17
ptty_1938,yrdb2034,yft_27
ptty_1939,yrdb2035,yft_14
ptty_1940,yrdb2036,yft_24
ptty_1941,yrdb2037,yft_9
ptty_1942,yrdb2038,yft_9
ptty_1943,yrdb2039,yft_18
ptty_1944,yrdb2040,yft_28
ptty_1945,yrdb2041,yft_28
ptty_1947,yrdb2043,yft_25
ptty_1948,yrdb2044,yft_1
ptty_1952,yrdb2048,yft_40
ptty_1953,yrdb2050,yft_15
ptty_1955,yrdb2052,yft_17
ptty_1956,yrdb2052,yft_27
ptty_1957,yrdb2054,yft_21
ptty_1959,yrdb2056,yft_34
ptty_196,yrdb209,yft_32
ptty_1960,yrdb2057,yft_45
ptty_1961,yrdb2058,yft_45
ptty_1962,yrdb2059,yft_44
ptty_1963,yrdb2060,yft_24
ptty_1964,yrdb2061,yft_14
ptty_1965,yrdb2062,yft_13
ptty_1967,yrdb2064,yft_41
ptty_1968,yrdb2065,yft_33
ptty_197,yrdb210,yft_25
ptty_1971,yrdb2068,yft_37
ptty_1973,yrdb2070,yft_14
ptty_1974,yrdb2071,yft_24
ptty_1976,yrdb2073,yft_14
ptty_1978,yrdb2075,yft_32
ptty_1980,yrdb2077,yft_17
ptty_1981,yrdb2077,yft_27
ptty_1982,yrdb2078,yft_9
ptty_1983,yrdb2079,yft_33
ptty_1984,yrdb2080,yft_23
ptty_1985,yrdb2081,yft_9
ptty_1986,yrdb2082,yft_10
ptty_1987,yrdb2083,yft_30
ptty_1988,yrdb2084,yft_30
ptty_1989,yrdb2085,yft_14
ptty_199,yrdb212,yft_33
ptty_1990,yrdb2086,yft_10
ptty_1992,yrdb2088,yft_33
ptty_1993,yrdb2089,yft_14
ptty_1994,yrdb2090,yft_9
ptty_1995,yrdb2091,yft_49
ptty_1996,yrdb2092,yft_45
ptty_1997,yrdb2093,yft_48
ptty_1998,yrdb2094,yft_33
ptty_1999,yrdb2095,yft_33
ptty_2,yrdb2,yft_32
ptty_20,yrdb22,yft_13
ptty_200,yrdb213,yft_33
ptty_2000,yrdb2096,yft_17
ptty_2001,yrdb2096,yft_27
ptty_2002,yrdb2097,yft_17
ptty_2003,yrdb2097,yft_27
ptty_2005,yrdb2099,yft_13
ptty_2008,yrdb2102,yft_5
ptty_2009,yrdb2103,yft_33
ptty_201,yrdb214,yft_33
ptty_2010,yrdb2104,yft_19
ptty_2011,yrdb2105,yft_25
ptty_2012,yrdb2106,yft_15
ptty_2014,yrdb2109,yft_35
ptty_2015,yrdb2110,yft_33
ptty_2016,yrdb2111,yft_14
ptty_2017,yrdb2112,yft_33
ptty_2018,yrdb2113,yft_39
ptty_2019,yrdb2114,yft_25
ptty_202,yrdb215,yft_30
ptty_2021,yrdb2117,yft_20
ptty_2022,yrdb2117,yft_29
ptty_2023,yrdb2118,yft_13
ptty_2024,yrdb2119,yft_13
ptty_2027,yrdb2122,yft_13
ptty_2029,yrdb2124,yft_14
ptty_2030,yrdb2125,yft_14
ptty_2031,yrdb2126,yft_9
ptty_2032,yrdb2127,yft_24
ptty_2033,yrdb2128,yft_20
ptty_2034,yrdb2128,yft_29
ptty_2036,yrdb2130,yft_33
ptty_2037,yrdb2131,yft_14
ptty_2038,yrdb2132,yft_33
ptty_204,yrdb217,yft_30
ptty_2042,yrdb2136,yft_33
ptty_2043,yrdb2137,yft_14
ptty_2044,yrdb2138,yft_13
ptty_2045,yrdb2139,yft_33
ptty_2047,yrdb2141,yft_4
ptty_2048,yrdb2142,yft_9
ptty_205,yrdb218,yft_24
ptty_2050,yrdb2144,yft_30
ptty_2053,yrdb2147,yft_13
ptty_2055,yrdb2149,yft_18
ptty_2056,yrdb2150,yft_20
ptty_2057,yrdb2150,yft_29
ptty_2058,yrdb2151,yft_17
ptty_2059,yrdb2151,yft_27
ptty_206,yrdb219,yft_10
ptty_2062,yrdb2154,yft_39
ptty_2064,yrdb2156,yft_9
ptty_2066,yrdb2158,yft_6
ptty_2067,yrdb2160,yft_9
ptty_2068,yrdb2161,yft_9
ptty_2069,yrdb2162,yft_40
ptty_2070,yrdb2163,yft_9
ptty_2071,yrdb2164,yft_32
ptty_2072,yrdb2165,yft_13
ptty_2074,yrdb2167,yft_49
ptty_2075,yrdb2168,yft_10
ptty_2077,yrdb2170,yft_15
ptty_208,yrdb221,yft_10
ptty_2080,yrdb2174,yft_6
ptty_2082,yrdb2176,yft_33
ptty_2083,yrdb2177,yft_23
ptty_2085,yrdb2179,yft_37
ptty_2086,yrdb2180,yft_24
ptty_2087,yrdb2181,yft_24
ptty_2089,yrdb2183,yft_1
ptty_2090,yrdb2185,yft_9
ptty_2091,yrdb2186,yft_34
ptty_2092,yrdb2187,yft_14
ptty_2093,yrdb2188,yft_20
ptty_2094,yrdb2188,yft_29
ptty_2095,yrdb2189,yft_35
ptty_2096,yrdb2190,yft_16
ptty_2097,yrdb2191,yft_9
ptty_2098,yrdb2192,yft_14
ptty_2099,yrdb2193,yft_42
ptty_21,yrdb23,yft_9
ptty_2100,yrdb2194,yft_22
ptty_2101,yrdb2195,yft_9
ptty_2102,yrdb2197,yft_14
ptty_2104,yrdb2199,yft_33
ptty_2105,yrdb2200,yft_14
ptty_2106,yrdb2201,yft_6
ptty_211,yrdb224,yft_5
ptty_2111,yrdb2207,yft_5
ptty_2113,yrdb2209,yft_9
ptty_2114,yrdb2210,yft_15
ptty_2115,yrdb2211,yft_14
ptty_2116,yrdb2212,yft_19
ptty_2117,yrdb2213,yft_13
ptty_2118,yrdb2215,yft_13
ptty_212,yrdb225,yft_2
ptty_2120,yrdb2217,yft_9
ptty_2122,yrdb2219,yft_19
ptty_2123,yrdb2220,yft_9
ptty_2124,yrdb2221,yft_43
ptty_2125,yrdb2222,yft_33
ptty_2127,yrdb2225,yft_10
ptty_2128,yrdb2226,yft_9
ptty_2129,yrdb2227,yft_20
ptty_213,yrdb226,yft_14
ptty_2130,yrdb2227,yft_29
ptty_2131,yrdb2228,yft_15
ptty_2132,yrdb2229,yft_9
ptty_2134,yrdb2231,yft_6
ptty_2136,yrdb2233,yft_33
ptty_2137,yrdb2234,yft_33
ptty_214,yrdb227,yft_14
ptty_2140,yrdb2238,yft_15
ptty_2143,yrdb2242,yft_39
ptty_2144,yrdb2243,yft_5
ptty_2145,yrdb2244,yft_18
ptty_2146,yrdb2245,yft_4
ptty_2147,yrdb2246,yft_20
ptty_2148,yrdb2246,yft_29
ptty_215,yrdb228,yft_34
ptty_2151,yrdb2249,yft_11
ptty_2152,yrdb2250,yft_6
ptty_2153,yrdb2252,yft_5
ptty_2154,yrdb2253,yft_32
ptty_2155,yrdb2254,yft_6
ptty_2156,yrdb2255,yft_14
ptty_2157,yrdb2256,yft_33
ptty_2158,yrdb2257,yft_40
ptty_2159,yrdb2258,yft_9
ptty_2160,yrdb2259,yft_33
ptty_2161,yrdb2260,yft_31
ptty_2162,yrdb2261,yft_19
ptty_2163,yrdb2262,yft_31
ptty_2164,yrdb2263,yft_24
ptty_2165,yrdb2264,yft_13
ptty_2167,yrdb2266,yft_10
ptty_2168,yrdb2267,yft_47
ptty_2169,yrdb2268,yft_44
ptty_217,yrdb231,yft_24
ptty_2170,yrdb2269,yft_39
ptty_2171,yrdb2270,yft_20
ptty_2172,yrdb2270,yft_29
ptty_2173,yrdb2271,yft_15
ptty_2174,yrdb2272,yft_14
ptty_2175,yrdb2273,yft_13
ptty_2176,yrdb2274,yft_5
ptty_218,yrdb232,yft_25
ptty_2180,yrdb2278,yft_47
ptty_2181,yrdb2279,yft_9
ptty_2182,yrdb2282,yft_33
ptty_2183,yrdb2283,yft_6
ptty_2184,yrdb2285,yft_14
ptty_2185,yrdb2286,yft_9
ptty_2187,yrdb2288,yft_14
ptty_2188,yrdb2289,yft_48
ptty_2189,yrdb2290,yft_20
ptty_2190,yrdb2290,yft_29
ptty_2191,yrdb2292,yft_15
ptty_2192,yrdb2293,yft_17
ptty_2193,yrdb2293,yft_27
ptty_2194,yrdb2294,yft_13
ptty_2197,yrdb2297,yft_15
ptty_22,yrdb24,yft_6
ptty_2200,yrdb2300,yft_10
ptty_2201,yrdb2301,yft_6
ptty_2202,yrdb2303,yft_14
ptty_2203,yrdb2304,yft_31
ptty_2204,yrdb2306,yft_14
ptty_2205,yrdb2307,yft_14
ptty_2207,yrdb2309,yft_15
ptty_2208,yrdb2310,yft_9
ptty_2209,yrdb2311,yft_15
ptty_221,yrdb235,yft_24
ptty_2210,yrdb2313,yft_9
ptty_2211,yrdb2314,yft_9
ptty_2213,yrdb2317,yft_5
ptty_2214,yrdb2318,yft_9
ptty_2215,yrdb2319,yft_14
ptty_2216,yrdb2321,yft_30
ptty_2217,yrdb2322,yft_33
ptty_2218,yrdb2323,yft_40
ptty_2219,yrdb2324,yft_33
ptty_222,yrdb236,yft_8
ptty_2220,yrdb2325,yft_9
ptty_2221,yrdb2326,yft_9
ptty_2223,yrdb2328,yft_18
ptty_2225,yrdb2332,yft_33
ptty_2226,yrdb2333,yft_5
ptty_2227,yrdb2334,yft_9
ptty_2228,yrdb2335,yft_9
ptty_2229,yrdb2336,yft_32
ptty_2230,yrdb2337,yft_14
ptty_2231,yrdb2338,yft_33
ptty_2233,yrdb2340,yft_11
ptty_2234,yrdb2341,yft_6
ptty_2237,yrdb2346,yft_5
ptty_2238,yrdb2347,yft_3
ptty_2239,yrdb2348,yft_9
ptty_224,yrdb239,yft_9
ptty_2240,yrdb2350,yft_6
ptty_2241,yrdb2351,yft_13
ptty_2242,yrdb2352,yft_20
ptty_2243,yrdb2352,yft_29
ptty_2244,yrdb2353,yft_49
ptty_2246,yrdb2355,yft_9
ptty_2247,yrdb2356,yft_19
ptty_2248,yrdb2357,yft_25
ptty_2249,yrdb2359,yft_9
ptty_2250,yrdb2360,yft_14
ptty_2251,yrdb2361,yft_26
ptty_2253,yrdb2363,yft_39
ptty_2254,yrdb2364,yft_5
ptty_2255,yrdb2365,yft_9
ptty_2256,yrdb2366,yft_40
ptty_2257,yrdb2367,yft_9
ptty_2258,yrdb2368,yft_42
ptty_2259,yrdb2369,yft_15
ptty_226,yrdb241,yft_10
ptty_2260,yrdb2370,yft_24
ptty_2263,yrdb2373,yft_9
ptty_2264,yrdb2375,yft_25
ptty_2265,yrdb2376,yft_15
ptty_2267,yrdb2378,yft_14
ptty_2269,yrdb2380,yft_10
ptty_2270,yrdb2381,yft_10
ptty_2272,yrdb2384,yft_15
ptty_2273,yrdb2385,yft_33
ptty_2274,yrdb2386,yft_24
ptty_2275,yrdb2387,yft_30
ptty_2276,yrdb2389,yft_9
ptty_2277,yrdb2390,yft_19
ptty_2278,yrdb2391,yft_6
ptty_2279,yrdb2393,yft_17
ptty_228,yrdb243,yft_9
ptty_2280,yrdb2393,yft_27
ptty_2281,yrdb2394,yft_9
ptty_2282,yrdb2396,yft_9
ptty_2283,yrdb2397,yft_46
ptty_2284,yrdb2398,yft_32
ptty_2285,yrdb2399,yft_9
ptty_2286,yrdb2400,yft_17
ptty_2287,yrdb2400,yft_27
ptty_2288,yrdb2401,yft_45
ptty_2289,yrdb2402,yft_45
ptty_229,yrdb244,yft_11
ptty_2290,yrdb2403,yft_9
ptty_2291,yrdb2404,yft_15
ptty_2292,yrdb2405,yft_13
ptty_2293,yrdb2406,yft_6
ptty_2296,yrdb2409,yft_9
ptty_2297,yrdb2410,yft_14
ptty_2298,yrdb2411,yft_22
ptty_23,yrdb25,yft_4
ptty_230,yrdb245,yft_13
ptty_2301,yrdb2415,yft_10
ptty_2302,yrdb2416,yft_10
ptty_2303,yrdb2417,yft_13
ptty_2305,yrdb2419,yft_14
ptty_2306,yrdb2420,yft_14
ptty_2308,yrdb2422,yft_13
ptty_2310,yrdb2425,yft_14
ptty_2312,yrdb2428,yft_14
ptty_2313,yrdb2429,yft_14
ptty_2314,yrdb2430,yft_33
ptty_2315,yrdb2431,yft_13
ptty_2316,yrdb2432,yft_9
ptty_2317,yrdb2433,yft_33
ptty_2318,yrdb2434,yft_24
ptty_2319,yrdb2435,yft_39
ptty_232,yrdb248,yft_49
ptty_2320,yrdb2436,yft_14
ptty_2323,yrdb2439,yft_17
ptty_2324,yrdb2439,yft_27
ptty_2326,yrdb2441,yft_9
ptty_2327,yrdb2442,yft_2
ptty_2328,yrdb2443,yft_15
ptty_2329,yrdb2444,yft_6
ptty_2330,yrdb2445,yft_5
ptty_2331,yrdb2446,yft_24
ptty_2333,yrdb2448,yft_41
ptty_2337,yrdb2454,yft_14
ptty_2338,yrdb2455,yft_33
ptty_2339,yrdb2456,yft_14
ptty_2340,yrdb2457,yft_9
ptty_2341,yrdb2458,yft_9
ptty_2342,yrdb2459,yft_13
ptty_2343,yrdb2460,yft_31
ptty_2346,yrdb2463,yft_9
ptty_2347,yrdb2464,yft_48
ptty_235,yrdb252,yft_33
ptty_2350,yrdb2468,yft_21
ptty_2352,yrdb2470,yft_9
ptty_2354,yrdb2472,yft_9
ptty_2355,yrdb2473,yft_13
ptty_2356,yrdb2474,yft_5
ptty_2358,yrdb2476,yft_33
ptty_2359,yrdb2477,yft_39
ptty_236,yrdb254,yft_31
ptty_2360,yrdb2479,yft_41
ptty_2361,yrdb2480,yft_14
ptty_2362,yrdb2481,yft_15
ptty_2364,yrdb2484,yft_6
ptty_2367,yrdb2487,yft_8
ptty_2368,yrdb2488,yft_24
ptty_237,yrdb255,yft_17
ptty_2370,yrdb2490,yft_33
ptty_2371,yrdb2491,yft_13
ptty_2372,yrdb2492,yft_9
ptty_2373,yrdb2493,yft_13
ptty_2374,yrdb2495,yft_33
ptty_2375,yrdb2496,yft_15
ptty_2376,yrdb2497,yft_9
ptty_2377,yrdb2498,yft_6
ptty_2378,yrdb2500,yft_6
ptty_2379,yrdb2501,yft_13
ptty_238,yrdb255,yft_27
ptty_2380,yrdb2502,yft_15
ptty_2382,yrdb2504,yft_17
ptty_2383,yrdb2504,yft_27
ptty_2385,yrdb2506,yft_39
ptty_2386,yrdb2508,yft_14
ptty_2387,yrdb2509,yft_40
ptty_2388,yrdb2510,yft_9
ptty_2389,yrdb2511,yft_20
ptty_239,yrdb256,yft_33
ptty_2390,yrdb2511,yft_29
ptty_2391,yrdb2512,yft_41
ptty_2392,yrdb2513,yft_40
ptty_2393,yrdb2514,yft_32
ptty_2395,yrdb2516,yft_13
ptty_2396,yrdb2517,yft_5
ptty_2399,yrdb2520,yft_9
ptty_24,yrdb26,yft_17
ptty_240,yrdb257,yft_14
ptty_2400,yrdb2521,yft_9
ptty_2401,yrdb2522,yft_9
ptty_2403,yrdb2524,yft_9
ptty_2405,yrdb2526,yft_9
ptty_2406,yrdb2527,yft_30
ptty_2407,yrdb2528,yft_14
ptty_2408,yrdb2529,yft_24
ptty_2409,yrdb2530,yft_14
ptty_2410,yrdb2531,yft_8
ptty_2412,yrdb2533,yft_24
ptty_2413,yrdb2534,yft_9
ptty_2414,yrdb2535,yft_31
ptty_2415,yrdb2536,yft_20
ptty_2416,yrdb2536,yft_29
ptty_2418,yrdb2538,yft_9
ptty_242,yrdb259,yft_7
ptty_2421,yrdb2542,yft_9
ptty_2422,yrdb2543,yft_19
ptty_2423,yrdb2544,yft_15
ptty_2426,yrdb2547,yft_30
ptty_2428,yrdb2549,yft_10
ptty_243,yrdb259,yft_12
ptty_2431,yrdb2552,yft_37
ptty_2432,yrdb2553,yft_9
ptty_2433,yrdb2554,yft_18
ptty_2434,yrdb2555,yft_14
ptty_2435,yrdb2557,yft_10
ptty_2436,yrdb2558,yft_9
ptty_2437,yrdb2559,yft_6
ptty_2438,yrdb2560,yft_33
ptty_2439,yrdb2561,yft_10
ptty_244,yrdb260,yft_32
ptty_2440,yrdb2562,yft_24
ptty_2441,yrdb2563,yft_33
ptty_2442,yrdb2564,yft_6
ptty_2443,yrdb2565,yft_44
ptty_2444,yrdb2566,yft_31
ptty_2445,yrdb2568,yft_49
ptty_2446,yrdb2569,yft_33
ptty_2447,yrdb2570,yft_13
ptty_2448,yrdb2571,yft_33
ptty_2449,yrdb2573,yft_17
ptty_245,yrdb261,yft_14
ptty_2450,yrdb2573,yft_27
ptty_2451,yrdb2574,yft_9
ptty_2452,yrdb2575,yft_33
ptty_2453,yrdb2576,yft_5
ptty_2454,yrdb2577,yft_2
ptty_2455,yrdb2578,yft_7
ptty_2456,yrdb2578,yft_12
ptty_2457,yrdb2579,yft_14
ptty_2458,yrdb2581,yft_32
ptty_2459,yrdb2582,yft_35
ptty_246,yrdb262,yft_14
ptty_2460,yrdb2583,yft_24
ptty_2461,yrdb2584,yft_14
ptty_2464,yrdb2589,yft_20
ptty_2465,yrdb2589,yft_29
ptty_2468,yrdb2592,yft_17
ptty_2469,yrdb2592,yft_27
ptty_247,yrdb263,yft_9
ptty_2470,yrdb2593,yft_5
ptty_2471,yrdb2594,yft_13
ptty_2472,yrdb2595,yft_14
ptty_2476,yrdb2601,yft_18
ptty_2477,yrdb2602,yft_19
ptty_2478,yrdb2603,yft_14
ptty_2479,yrdb2604,yft_14
ptty_248,yrdb264,yft_9
ptty_2480,yrdb2605,yft_19
ptty_2481,yrdb2606,yft_16
ptty_2482,yrdb2607,yft_15
ptty_2483,yrdb2609,yft_11
ptty_2484,yrdb2611,yft_6
ptty_2485,yrdb2613,yft_33
ptty_2486,yrdb2614,yft_30
ptty_2487,yrdb2615,yft_49
ptty_2490,yrdb2618,yft_21
ptty_2492,yrdb2621,yft_9
ptty_2493,yrdb2622,yft_25
ptty_2494,yrdb2623,yft_13
ptty_2495,yrdb2624,yft_37
ptty_2496,yrdb2625,yft_31
ptty_2497,yrdb2626,yft_17
ptty_2498,yrdb2626,yft_27
ptty_2499,yrdb2627,yft_9
ptty_25,yrdb26,yft_27
ptty_250,yrdb266,yft_39
ptty_2500,yrdb2628,yft_33
ptty_2501,yrdb2629,yft_14
ptty_2502,yrdb2630,yft_40
ptty_2503,yrdb2631,yft_32
ptty_2504,yrdb2632,yft_39
ptty_2506,yrdb2634,yft_38
ptty_2507,yrdb2635,yft_13
ptty_2509,yrdb2637,yft_17
ptty_251,yrdb267,yft_9
ptty_2510,yrdb2637,yft_27
ptty_2513,yrdb2640,yft_9
ptty_2514,yrdb2642,yft_20
ptty_2515,yrdb2642,yft_29
ptty_2516,yrdb2643,yft_31
ptty_2517,yrdb2644,yft_31
ptty_2518,yrdb2645,yft_8
ptty_2519,yrdb2646,yft_33
ptty_252,yrdb268,yft_14
ptty_2520,yrdb2647,yft_6
ptty_2521,yrdb2648,yft_34
ptty_2522,yrdb2649,yft_6
ptty_2524,yrdb2651,yft_9
ptty_2525,yrdb2653,yft_8
ptty_2527,yrdb2658,yft_9
ptty_2528,yrdb2659,yft_6
ptty_2529,yrdb2660,yft_9
ptty_253,yrdb269,yft_14
ptty_2530,yrdb2661,yft_15
ptty_2531,yrdb2662,yft_5
ptty_2532,yrdb2663,yft_41
ptty_2533,yrdb2664,yft_32
ptty_2534,yrdb2665,yft_33
ptty_2536,yrdb2667,yft_5
ptty_2537,yrdb2668,yft_14
ptty_2538,yrdb2669,yft_14
ptty_254,yrdb270,yft_33
ptty_2542,yrdb2673,yft_5
ptty_2543,yrdb2674,yft_30
ptty_2545,yrdb2676,yft_9
ptty_2548,yrdb2679,yft_9
ptty_2549,yrdb2680,yft_9
ptty_255,yrdb271,yft_14
ptty_2550,yrdb2681,yft_9
ptty_2551,yrdb2682,yft_47
ptty_2554,yrdb2685,yft_33
ptty_2555,yrdb2686,yft_15
ptty_2556,yrdb2687,yft_9
ptty_2557,yrdb2688,yft_9
ptty_2558,yrdb2689,yft_47
ptty_2559,yrdb2690,yft_13
ptty_256,yrdb272,yft_47
ptty_2560,yrdb2691,yft_6
ptty_2562,yrdb2693,yft_25
ptty_2563,yrdb2694,yft_9
ptty_2564,yrdb2695,yft_5
ptty_2565,yrdb2696,yft_10
ptty_2567,yrdb2700,yft_6
ptty_2568,yrdb2701,yft_15
ptty_2569,yrdb2702,yft_35
ptty_257,yrdb273,yft_14
ptty_2571,yrdb2704,yft_23
ptty_2572,yrdb2705,yft_25
ptty_2573,yrdb2706,yft_33
ptty_2574,yrdb2707,yft_32
ptty_2577,yrdb2712,yft_5
ptty_2578,yrdb2713,yft_6
ptty_258,yrdb274,yft_14
ptty_2580,yrdb2715,yft_9
ptty_2581,yrdb2716,yft_25
