ptty_id,place_id,ft_id
ptty_3386,yrdb3593,yft_6
ptty_3387,yrdb3594,yft_11
ptty_3388,yrdb3596,yft_23
ptty_3389,yrdb3597,yft_6
ptty_339,yrdb361,yft_5
ptty_3390,yrdb3598,yft_7
ptty_3391,yrdb3598,yft_12
ptty_3392,yrdb3600,yft_39
ptty_3393,yrdb3601,yft_40
ptty_3396,yrdb3604,yft_11
ptty_3397,yrdb3605,yft_6
ptty_3398,yrdb3606,yft_6
ptty_3399,yrdb3607,yft_44
ptty_34,yrdb37,yft_10
ptty_340,yrdb362,yft_32
ptty_3400,yrdb3608,yft_5
ptty_3401,yrdb3610,yft_7
ptty_3402,yrdb3610,yft_12
ptty_3403,yrdb3611,yft_5
ptty_3404,yrdb3612,yft_6
ptty_3405,yrdb3613,yft_5
ptty_3406,yrdb3614,yft_5
ptty_3407,yrdb3615,yft_5
ptty_3409,yrdb3619,yft_7
ptty_341,yrdb363,yft_6
ptty_3410,yrdb3619,yft_12
ptty_3412,yrdb3622,yft_32
ptty_3413,yrdb3623,yft_32
ptty_3414,yrdb3624,yft_31
ptty_3415,yrdb3625,yft_32
ptty_3416,yrdb3626,yft_32
ptty_3417,yrdb3627,yft_32
ptty_3418,yrdb3628,yft_39
ptty_3419,yrdb3629,yft_31
ptty_342,yrdb364,yft_4
ptty_3420,yrdb3630,yft_14
ptty_3422,yrdb3632,yft_31
ptty_3423,yrdb3633,yft_23
ptty_3425,yrdb3635,yft_40
ptty_3428,yrdb3638,yft_6
ptty_343,yrdb365,yft_2
ptty_3430,yrdb3640,yft_30
ptty_3431,yrdb3641,yft_33
ptty_3435,yrdb3645,yft_6
ptty_3436,yrdb3646,yft_14
ptty_3437,yrdb3647,yft_9
ptty_3438,yrdb3649,yft_6
ptty_3439,yrdb3651,yft_6
ptty_344,yrdb366,yft_6
ptty_3440,yrdb3653,yft_6
ptty_3443,yrdb3656,yft_15
ptty_3447,yrdb3661,yft_8
ptty_345,yrdb367,yft_6
ptty_346,yrdb368,yft_13
ptty_3463,yrdb3678,yft_13
ptty_3466,yrdb3681,yft_13
ptty_3467,yrdb3682,yft_13
ptty_3468,yrdb3683,yft_13
ptty_3469,yrdb3684,yft_25
ptty_347,yrdb369,yft_6
ptty_3470,yrdb3685,yft_32
ptty_3472,yrdb3687,yft_13
ptty_3473,yrdb3688,yft_19
ptty_3474,yrdb3689,yft_13
ptty_3480,yrdb3696,yft_13
ptty_3481,yrdb3697,yft_14
ptty_3482,yrdb3698,yft_15
ptty_3483,yrdb3699,yft_43
ptty_3484,yrdb3700,yft_15
ptty_3485,yrdb3701,yft_15
ptty_3486,yrdb3702,yft_24
ptty_3487,yrdb3703,yft_17
ptty_3488,yrdb3703,yft_27
ptty_3489,yrdb3704,yft_9
ptty_349,yrdb371,yft_9
ptty_3490,yrdb3705,yft_15
ptty_3494,yrdb3710,yft_15
ptty_3495,yrdb3711,yft_18
ptty_3496,yrdb3712,yft_34
ptty_3497,yrdb3713,yft_18
ptty_3498,yrdb3714,yft_24
ptty_3499,yrdb3715,yft_18
ptty_35,yrdb38,yft_20
ptty_3500,yrdb3716,yft_10
ptty_3501,yrdb3717,yft_16
ptty_3502,yrdb3718,yft_24
ptty_3505,yrdb3721,yft_9
ptty_3506,yrdb3722,yft_16
ptty_3507,yrdb3723,yft_19
ptty_3508,yrdb3724,yft_9
ptty_3509,yrdb3725,yft_16
ptty_3511,yrdb3727,yft_39
ptty_3512,yrdb3728,yft_9
ptty_3513,yrdb3729,yft_9
ptty_3514,yrdb3730,yft_33
ptty_3515,yrdb3731,yft_9
ptty_3516,yrdb3732,yft_15
ptty_3517,yrdb3733,yft_30
ptty_3518,yrdb3734,yft_13
ptty_352,yrdb374,yft_8
ptty_3520,yrdb3736,yft_16
ptty_3521,yrdb3737,yft_16
ptty_3522,yrdb3738,yft_13
ptty_3524,yrdb3740,yft_31
ptty_3525,yrdb3741,yft_14
ptty_3526,yrdb3742,yft_19
ptty_3527,yrdb3743,yft_15
ptty_3528,yrdb3744,yft_14
ptty_3529,yrdb3745,yft_15
ptty_353,yrdb375,yft_25
ptty_3530,yrdb3746,yft_14
ptty_3531,yrdb3747,yft_9
ptty_3532,yrdb3748,yft_40
ptty_3534,yrdb3750,yft_24
ptty_3535,yrdb3751,yft_24
ptty_3536,yrdb3752,yft_14
ptty_3537,yrdb3753,yft_13
ptty_3538,yrdb3754,yft_14
ptty_3539,yrdb3755,yft_9
ptty_354,yrdb376,yft_18
ptty_3540,yrdb3756,yft_9
ptty_3541,yrdb3757,yft_14
ptty_3542,yrdb3758,yft_9
ptty_3543,yrdb3759,yft_9
ptty_3544,yrdb3760,yft_9
ptty_3545,yrdb3761,yft_9
ptty_3546,yrdb3762,yft_9
ptty_3547,yrdb3763,yft_9
ptty_3548,yrdb3764,yft_9
ptty_3549,yrdb3765,yft_9
ptty_355,yrdb378,yft_10
ptty_3550,yrdb3766,yft_10
ptty_3552,yrdb3768,yft_8
ptty_3553,yrdb3769,yft_9
ptty_3554,yrdb3770,yft_9
ptty_3555,yrdb3771,yft_9
ptty_3556,yrdb3772,yft_14
ptty_3557,yrdb3773,yft_9
ptty_3558,yrdb3774,yft_19
ptty_3559,yrdb3775,yft_9
ptty_3560,yrdb3776,yft_24
ptty_3561,yrdb3777,yft_9
ptty_3562,yrdb3778,yft_9
ptty_3565,yrdb3781,yft_32
ptty_357,yrdb380,yft_6
ptty_3571,yrdb3787,yft_16
ptty_3572,yrdb3788,yft_23
ptty_3573,yrdb3789,yft_23
ptty_3574,yrdb3790,yft_16
ptty_3575,yrdb3791,yft_16
ptty_3576,yrdb3792,yft_16
ptty_3577,yrdb3793,yft_9
ptty_3578,yrdb3794,yft_16
ptty_3579,yrdb3795,yft_9
ptty_3581,yrdb3797,yft_14
ptty_3582,yrdb3798,yft_9
ptty_359,yrdb382,yft_9
ptty_36,yrdb38,yft_29
ptty_361,yrdb384,yft_14
ptty_362,yrdb385,yft_23
ptty_363,yrdb386,yft_14
ptty_364,yrdb387,yft_14
ptty_365,yrdb388,yft_39
ptty_366,yrdb389,yft_9
ptty_367,yrdb390,yft_6
ptty_369,yrdb393,yft_33
ptty_37,yrdb39,yft_4
ptty_371,yrdb395,yft_30
ptty_372,yrdb396,yft_10
ptty_373,yrdb397,yft_33
ptty_374,yrdb398,yft_13
ptty_376,yrdb401,yft_14
ptty_377,yrdb402,yft_9
ptty_378,yrdb403,yft_19
ptty_379,yrdb404,yft_9
ptty_38,yrdb40,yft_13
ptty_380,yrdb405,yft_5
ptty_381,yrdb406,yft_9
ptty_384,yrdb409,yft_30
ptty_385,yrdb410,yft_19
ptty_386,yrdb411,yft_14
ptty_387,yrdb412,yft_17
ptty_388,yrdb412,yft_27
ptty_389,yrdb413,yft_28
ptty_39,yrdb41,yft_6
ptty_390,yrdb414,yft_5
ptty_391,yrdb415,yft_30
ptty_392,yrdb416,yft_13
ptty_393,yrdb417,yft_14
ptty_396,yrdb420,yft_6
ptty_397,yrdb421,yft_9
ptty_398,yrdb422,yft_10
ptty_399,yrdb423,yft_33
ptty_4,yrdb6,yft_9
ptty_40,yrdb43,yft_6
ptty_400,yrdb424,yft_5
ptty_402,yrdb426,yft_5
ptty_403,yrdb427,yft_13
ptty_404,yrdb428,yft_18
ptty_405,yrdb429,yft_6
ptty_406,yrdb430,yft_32
ptty_407,yrdb431,yft_30
ptty_409,yrdb433,yft_33
ptty_41,yrdb44,yft_33
ptty_411,yrdb435,yft_10
ptty_412,yrdb436,yft_13
ptty_414,yrdb438,yft_34
ptty_415,yrdb442,yft_13
ptty_416,yrdb443,yft_6
ptty_417,yrdb444,yft_30
ptty_419,yrdb446,yft_24
ptty_420,yrdb447,yft_30
ptty_421,yrdb448,yft_23
ptty_422,yrdb449,yft_31
ptty_423,yrdb450,yft_14
ptty_424,yrdb451,yft_9
ptty_425,yrdb452,yft_9
ptty_426,yrdb453,yft_47
ptty_427,yrdb454,yft_24
ptty_428,yrdb455,yft_33
ptty_432,yrdb459,yft_41
ptty_435,yrdb462,yft_47
ptty_438,yrdb465,yft_6
ptty_44,yrdb47,yft_32
ptty_443,yrdb472,yft_42
ptty_444,yrdb473,yft_5
ptty_445,yrdb474,yft_19
ptty_446,yrdb475,yft_15
ptty_448,yrdb478,yft_24
ptty_45,yrdb48,yft_32
ptty_451,yrdb481,yft_14
ptty_452,yrdb482,yft_9
ptty_455,yrdb485,yft_13
ptty_456,yrdb486,yft_14
ptty_457,yrdb487,yft_39
ptty_458,yrdb488,yft_5
ptty_459,yrdb489,yft_48
ptty_460,yrdb490,yft_42
ptty_462,yrdb493,yft_6
ptty_463,yrdb495,yft_6
ptty_464,yrdb496,yft_32
ptty_466,yrdb498,yft_45
ptty_467,yrdb499,yft_11
ptty_469,yrdb502,yft_42
ptty_47,yrdb53,yft_17
ptty_470,yrdb503,yft_17
ptty_471,yrdb503,yft_27
ptty_472,yrdb504,yft_6
ptty_474,yrdb506,yft_16
ptty_475,yrdb507,yft_10
ptty_476,yrdb508,yft_45
ptty_477,yrdb509,yft_14
ptty_478,yrdb510,yft_42
ptty_48,yrdb53,yft_27
ptty_481,yrdb513,yft_5
ptty_482,yrdb514,yft_9
ptty_483,yrdb515,yft_33
ptty_484,yrdb516,yft_40
ptty_487,yrdb519,yft_6
ptty_488,yrdb520,yft_13
ptty_489,yrdb521,yft_9
ptty_49,yrdb54,yft_9
ptty_490,yrdb522,yft_20
ptty_491,yrdb522,yft_29
ptty_492,yrdb523,yft_9
ptty_493,yrdb524,yft_14
ptty_494,yrdb525,yft_9
ptty_495,yrdb526,yft_19
ptty_496,yrdb527,yft_15
ptty_497,yrdb528,yft_9
ptty_498,yrdb529,yft_9
ptty_5,yrdb7,yft_17
ptty_50,yrdb55,yft_13
ptty_500,yrdb531,yft_8
ptty_501,yrdb532,yft_38
ptty_503,yrdb535,yft_13
ptty_505,yrdb537,yft_24
ptty_506,yrdb538,yft_9
ptty_508,yrdb540,yft_24
ptty_51,yrdb56,yft_31
ptty_510,yrdb542,yft_47
ptty_511,yrdb543,yft_9
ptty_512,yrdb544,yft_30
ptty_514,yrdb546,yft_5
ptty_515,yrdb547,yft_5
ptty_516,yrdb548,yft_9
ptty_517,yrdb549,yft_20
ptty_518,yrdb549,yft_29
ptty_52,yrdb57,yft_32
ptty_520,yrdb551,yft_23
ptty_521,yrdb552,yft_33
ptty_522,yrdb553,yft_8
ptty_523,yrdb554,yft_42
ptty_524,yrdb556,yft_6
ptty_525,yrdb559,yft_6
ptty_528,yrdb562,yft_23
ptty_53,yrdb58,yft_9
ptty_530,yrdb564,yft_33
ptty_531,yrdb565,yft_39
ptty_532,yrdb566,yft_20
ptty_533,yrdb566,yft_29
ptty_534,yrdb567,yft_31
ptty_535,yrdb568,yft_30
ptty_537,yrdb570,yft_18
ptty_538,yrdb571,yft_31
ptty_539,yrdb573,yft_9
ptty_54,yrdb59,yft_14
ptty_540,yrdb574,yft_10
ptty_542,yrdb576,yft_25
ptty_543,yrdb577,yft_15
ptty_544,yrdb579,yft_33
ptty_545,yrdb582,yft_5
ptty_546,yrdb583,yft_17
ptty_547,yrdb583,yft_27
ptty_548,yrdb584,yft_33
ptty_549,yrdb585,yft_14
ptty_55,yrdb60,yft_17
ptty_550,yrdb586,yft_2
ptty_551,yrdb587,yft_5
ptty_552,yrdb588,yft_9
ptty_553,yrdb589,yft_34
ptty_554,yrdb590,yft_30
ptty_555,yrdb591,yft_6
ptty_556,yrdb592,yft_9
ptty_557,yrdb593,yft_9
ptty_558,yrdb594,yft_13
ptty_559,yrdb595,yft_9
ptty_56,yrdb60,yft_27
ptty_560,yrdb596,yft_5
ptty_562,yrdb598,yft_25
ptty_564,yrdb600,yft_9
ptty_567,yrdb603,yft_13
ptty_568,yrdb604,yft_33
ptty_569,yrdb606,yft_4
ptty_57,yrdb61,yft_23
ptty_571,yrdb609,yft_45
ptty_572,yrdb610,yft_14
ptty_573,yrdb611,yft_13
ptty_574,yrdb613,yft_6
ptty_576,yrdb615,yft_7
ptty_577,yrdb615,yft_12
ptty_578,yrdb616,yft_24
ptty_58,yrdb62,yft_30
ptty_580,yrdb618,yft_30
ptty_582,yrdb620,yft_33
ptty_583,yrdb621,yft_43
ptty_584,yrdb622,yft_9
ptty_585,yrdb623,yft_15
ptty_586,yrdb624,yft_9
ptty_587,yrdb625,yft_15
ptty_589,yrdb627,yft_14
ptty_592,yrdb630,yft_41
ptty_593,yrdb631,yft_9
ptty_594,yrdb632,yft_14
ptty_595,yrdb633,yft_14
ptty_596,yrdb634,yft_40
ptty_597,yrdb635,yft_33
ptty_598,yrdb636,yft_32
ptty_599,yrdb637,yft_39
ptty_6,yrdb7,yft_27
ptty_60,yrdb64,yft_13
ptty_600,yrdb638,yft_43
ptty_601,yrdb639,yft_40
ptty_604,yrdb642,yft_20
ptty_605,yrdb642,yft_29
ptty_606,yrdb643,yft_9
ptty_607,yrdb645,yft_23
ptty_608,yrdb646,yft_13
ptty_609,yrdb647,yft_9
ptty_61,yrdb66,yft_37
ptty_612,yrdb650,yft_43
ptty_613,yrdb651,yft_13
ptty_614,yrdb652,yft_15
ptty_615,yrdb653,yft_33
ptty_616,yrdb654,yft_31
ptty_617,yrdb656,yft_9
ptty_618,yrdb657,yft_30
ptty_620,yrdb659,yft_33
ptty_621,yrdb660,yft_17
ptty_622,yrdb660,yft_27
ptty_624,yrdb664,yft_13
ptty_625,yrdb665,yft_24
ptty_626,yrdb666,yft_30
ptty_627,yrdb667,yft_9
ptty_628,yrdb668,yft_20
ptty_629,yrdb668,yft_29
ptty_63,yrdb68,yft_24
ptty_630,yrdb669,yft_32
ptty_631,yrdb670,yft_33
ptty_632,yrdb671,yft_15
ptty_633,yrdb672,yft_45
ptty_634,yrdb673,yft_20
ptty_635,yrdb673,yft_29
ptty_636,yrdb674,yft_46
ptty_637,yrdb675,yft_47
ptty_638,yrdb676,yft_24
ptty_640,yrdb678,yft_47
ptty_641,yrdb679,yft_32
ptty_643,yrdb681,yft_15
ptty_644,yrdb682,yft_24
ptty_645,yrdb683,yft_38
ptty_647,yrdb685,yft_6
ptty_648,yrdb686,yft_43
ptty_649,yrdb688,yft_19
ptty_650,yrdb689,yft_7
ptty_651,yrdb689,yft_12
ptty_652,yrdb690,yft_33
ptty_653,yrdb691,yft_15
ptty_654,yrdb692,yft_5
ptty_656,yrdb694,yft_9
ptty_657,yrdb695,yft_6
ptty_658,yrdb697,yft_9
ptty_659,yrdb698,yft_9
ptty_660,yrdb699,yft_15
ptty_661,yrdb700,yft_44
ptty_662,yrdb702,yft_10
ptty_663,yrdb703,yft_20
ptty_664,yrdb703,yft_29
ptty_665,yrdb704,yft_14
ptty_667,yrdb706,yft_17
ptty_668,yrdb706,yft_27
ptty_669,yrdb707,yft_9
ptty_67,yrdb72,yft_9
ptty_671,yrdb709,yft_6
ptty_672,yrdb710,yft_6
ptty_673,yrdb711,yft_31
ptty_675,yrdb713,yft_13
ptty_676,yrdb714,yft_10
ptty_677,yrdb716,yft_6
ptty_678,yrdb717,yft_13
ptty_68,yrdb73,yft_30
ptty_680,yrdb719,yft_17
ptty_681,yrdb719,yft_27
ptty_682,yrdb720,yft_33
ptty_683,yrdb721,yft_39
ptty_684,yrdb722,yft_10
ptty_685,yrdb723,yft_14
ptty_686,yrdb724,yft_13
ptty_687,yrdb725,yft_30
ptty_688,yrdb726,yft_18
ptty_689,yrdb727,yft_6
ptty_69,yrdb74,yft_14
ptty_690,yrdb728,yft_14
ptty_691,yrdb729,yft_9
ptty_692,yrdb731,yft_14
ptty_693,yrdb732,yft_14
ptty_694,yrdb733,yft_14
ptty_695,yrdb734,yft_14
ptty_696,yrdb735,yft_30
ptty_697,yrdb736,yft_46
ptty_698,yrdb737,yft_20
ptty_699,yrdb737,yft_29
ptty_700,yrdb738,yft_15
ptty_701,yrdb739,yft_5
ptty_702,yrdb740,yft_9
ptty_703,yrdb741,yft_31
ptty_704,yrdb742,yft_9
ptty_705,yrdb743,yft_30
ptty_706,yrdb744,yft_9
ptty_707,yrdb745,yft_33
ptty_708,yrdb746,yft_49
ptty_71,yrdb76,yft_7
ptty_710,yrdb748,yft_23
ptty_711,yrdb749,yft_45
ptty_712,yrdb750,yft_33
ptty_713,yrdb751,yft_33
ptty_714,yrdb752,yft_33
ptty_715,yrdb753,yft_9
ptty_718,yrdb756,yft_9
ptty_719,yrdb757,yft_30
ptty_72,yrdb76,yft_12
ptty_721,yrdb759,yft_6
ptty_722,yrdb760,yft_20
ptty_723,yrdb760,yft_29
ptty_724,yrdb761,yft_33
ptty_726,yrdb763,yft_39
ptty_727,yrdb764,yft_5
ptty_729,yrdb766,yft_6
ptty_73,yrdb77,yft_14
ptty_730,yrdb768,yft_33
ptty_731,yrdb769,yft_49
ptty_732,yrdb771,yft_9
ptty_734,yrdb773,yft_9
ptty_735,yrdb774,yft_14
ptty_737,yrdb778,yft_24
ptty_739,yrdb780,yft_9
ptty_74,yrdb78,yft_18
ptty_740,yrdb781,yft_6
ptty_741,yrdb782,yft_26
ptty_742,yrdb783,yft_17
ptty_743,yrdb783,yft_27
ptty_745,yrdb786,yft_14
ptty_746,yrdb787,yft_5
ptty_747,yrdb788,yft_6
ptty_749,yrdb790,yft_14
ptty_75,yrdb79,yft_9
ptty_750,yrdb791,yft_10
ptty_751,yrdb792,yft_13
ptty_752,yrdb793,yft_6
ptty_753,yrdb794,yft_14
ptty_754,yrdb795,yft_14
ptty_756,yrdb797,yft_6
ptty_759,yrdb802,yft_24
ptty_76,yrdb80,yft_7
ptty_760,yrdb803,yft_9
ptty_761,yrdb804,yft_13
ptty_762,yrdb805,yft_14
ptty_763,yrdb806,yft_14
ptty_764,yrdb807,yft_30
ptty_765,yrdb808,yft_20
ptty_766,yrdb808,yft_29
ptty_767,yrdb809,yft_9
ptty_768,yrdb810,yft_9
ptty_769,yrdb811,yft_9
ptty_77,yrdb80,yft_12
ptty_770,yrdb812,yft_3
ptty_771,yrdb813,yft_15
ptty_772,yrdb814,yft_6
ptty_773,yrdb815,yft_9
ptty_775,yrdb817,yft_13
ptty_776,yrdb818,yft_14
ptty_777,yrdb819,yft_14
ptty_778,yrdb820,yft_22
ptty_779,yrdb821,yft_13
ptty_781,yrdb823,yft_33
ptty_782,yrdb824,yft_26
ptty_783,yrdb826,yft_6
ptty_784,yrdb827,yft_14
ptty_785,yrdb828,yft_30
ptty_786,yrdb829,yft_39
ptty_787,yrdb830,yft_5
ptty_789,yrdb832,yft_13
ptty_79,yrdb82,yft_6
ptty_790,yrdb833,yft_9
ptty_791,yrdb834,yft_9
ptty_792,yrdb835,yft_14
ptty_793,yrdb836,yft_9
ptty_794,yrdb837,yft_14
ptty_796,yrdb839,yft_20
ptty_797,yrdb839,yft_29
ptty_80,yrdb83,yft_41
ptty_800,yrdb842,yft_17
ptty_801,yrdb842,yft_27
ptty_802,yrdb844,yft_19
ptty_803,yrdb845,yft_9
ptty_807,yrdb849,yft_28
ptty_808,yrdb851,yft_6
ptty_809,yrdb852,yft_6
ptty_811,yrdb854,yft_14
ptty_813,yrdb856,yft_5
ptty_817,yrdb860,yft_9
ptty_818,yrdb861,yft_18
ptty_819,yrdb862,yft_11
ptty_82,yrdb86,yft_15
ptty_820,yrdb863,yft_33
ptty_821,yrdb864,yft_5
ptty_822,yrdb865,yft_33
ptty_823,yrdb866,yft_6
ptty_825,yrdb868,yft_5
ptty_826,yrdb869,yft_25
ptty_827,yrdb870,yft_14
ptty_829,yrdb873,yft_19
ptty_83,yrdb87,yft_33
ptty_830,yrdb874,yft_9
ptty_833,yrdb877,yft_18
ptty_835,yrdb879,yft_14
ptty_836,yrdb880,yft_9
ptty_837,yrdb881,yft_9
ptty_838,yrdb882,yft_47
ptty_839,yrdb883,yft_5
ptty_84,yrdb88,yft_9
ptty_840,yrdb884,yft_6
ptty_841,yrdb885,yft_13
ptty_842,yrdb886,yft_38
ptty_845,yrdb893,yft_41
ptty_847,yrdb895,yft_14
ptty_848,yrdb896,yft_14
ptty_849,yrdb897,yft_45
ptty_85,yrdb89,yft_9
ptty_850,yrdb898,yft_6
ptty_851,yrdb899,yft_14
ptty_852,yrdb900,yft_30
ptty_853,yrdb901,yft_33
ptty_854,yrdb902,yft_45
ptty_856,yrdb904,yft_23
ptty_858,yrdb906,yft_15
ptty_86,yrdb90,yft_30
ptty_860,yrdb908,yft_14
ptty_862,yrdb910,yft_41
ptty_864,yrdb912,yft_33
ptty_865,yrdb913,yft_33
ptty_866,yrdb914,yft_47
ptty_867,yrdb915,yft_33
ptty_869,yrdb917,yft_33
ptty_87,yrdb91,yft_39
ptty_870,yrdb919,yft_44
ptty_871,yrdb920,yft_10
ptty_873,yrdb922,yft_33
ptty_874,yrdb923,yft_9
ptty_875,yrdb924,yft_8
ptty_876,yrdb925,yft_9
ptty_877,yrdb926,yft_9
ptty_878,yrdb927,yft_32
ptty_88,yrdb92,yft_14
ptty_880,yrdb929,yft_3
ptty_881,yrdb930,yft_2
ptty_882,yrdb931,yft_6
ptty_883,yrdb932,yft_11
ptty_884,yrdb933,yft_9
ptty_885,yrdb934,yft_9
ptty_886,yrdb935,yft_11
ptty_887,yrdb936,yft_3
ptty_888,yrdb937,yft_9
ptty_889,yrdb938,yft_6
ptty_89,yrdb93,yft_9
ptty_890,yrdb939,yft_6
ptty_891,yrdb940,yft_38
ptty_892,yrdb941,yft_33
ptty_893,yrdb942,yft_10
ptty_894,yrdb943,yft_37
ptty_895,yrdb944,yft_5
ptty_896,yrdb945,yft_43
ptty_897,yrdb946,yft_9
ptty_898,yrdb947,yft_5
ptty_899,yrdb948,yft_30
ptty_900,yrdb949,yft_5
ptty_903,yrdb952,yft_13
ptty_904,yrdb953,yft_5
ptty_905,yrdb954,yft_15
ptty_906,yrdb955,yft_9
ptty_907,yrdb956,yft_31
ptty_908,yrdb957,yft_33
ptty_909,yrdb958,yft_9
ptty_91,yrdb95,yft_6
ptty_910,yrdb959,yft_45
ptty_911,yrdb960,yft_20
ptty_912,yrdb960,yft_29
ptty_913,yrdb961,yft_14
ptty_914,yrdb962,yft_9
ptty_915,yrdb963,yft_33
ptty_917,yrdb965,yft_46
ptty_918,yrdb966,yft_9
ptty_920,yrdb968,yft_6
ptty_921,yrdb969,yft_36
ptty_922,yrdb971,yft_15
ptty_923,yrdb972,yft_20
ptty_924,yrdb972,yft_29
ptty_925,yrdb973,yft_13
ptty_928,yrdb976,yft_6
ptty_929,yrdb977,yft_9
ptty_931,yrdb979,yft_19
ptty_932,yrdb980,yft_17
ptty_933,yrdb980,yft_27
ptty_934,yrdb981,yft_35
ptty_935,yrdb982,yft_31
ptty_937,yrdb984,yft_47
ptty_938,yrdb985,yft_24
ptty_939,yrdb986,yft_18
ptty_940,yrdb987,yft_14
ptty_941,yrdb988,yft_9
ptty_942,yrdb989,yft_19
ptty_943,yrdb990,yft_14
ptty_944,yrdb991,yft_46
ptty_945,yrdb992,yft_5
ptty_946,yrdb993,yft_14
ptty_947,yrdb994,yft_9
ptty_948,yrdb995,yft_14
ptty_951,yrdb998,yft_15
ptty_952,yrdb999,yft_42
ptty_954,yrdb1001,yft_6
ptty_955,yrdb1002,yft_6
ptty_957,yrdb1004,yft_14
ptty_958,yrdb1005,yft_9
ptty_959,yrdb1006,yft_9
ptty_96,yrdb100,yft_13
ptty_960,yrdb1007,yft_9
ptty_963,yrdb1010,yft_15
ptty_964,yrdb1011,yft_14
ptty_965,yrdb1013,yft_18
ptty_966,yrdb1014,yft_19
ptty_968,yrdb1016,yft_14
ptty_97,yrdb101,yft_13
ptty_971,yrdb1019,yft_13
ptty_972,yrdb1020,yft_6
ptty_973,yrdb1021,yft_22
ptty_978,yrdb1028,yft_5
ptty_979,yrdb1029,yft_13
ptty_98,yrdb102,yft_10
ptty_980,yrdb1030,yft_5
ptty_981,yrdb1031,yft_20
ptty_982,yrdb1031,yft_29
ptty_985,yrdb1034,yft_9
ptty_986,yrdb1035,yft_13
ptty_987,yrdb1036,yft_45
ptty_988,yrdb1037,yft_31
ptty_99,yrdb103,yft_9
ptty_990,yrdb1039,yft_30
ptty_991,yrdb1040,yft_18
ptty_992,yrdb1041,yft_17
ptty_993,yrdb1041,yft_27
ptty_994,yrdb1042,yft_7
ptty_995,yrdb1042,yft_12
ptty_996,yrdb1043,yft_48
ptty_998,yrdb1045,yft_48
